Fecha,DXY,VIX,Inflacion_USA
2010-06-11,87.51000213623047,,217.199
2010-06-14,86.51000213623047,,217.199
2010-06-15,85.9800033569336,,217.199
2010-06-16,86.08000183105469,,217.199
2010-06-17,85.69000244140625,,217.199
2010-06-18,85.69999694824219,,217.199
2010-06-21,85.93000030517578,,217.199
2010-06-22,86.11000061035156,,217.199
2010-06-23,85.73999786376953,,217.199
2010-06-24,85.7300033569336,,217.199
2010-06-25,85.30999755859375,,217.199
2010-06-28,85.6500015258789,,217.199
2010-06-29,86.02999877929688,,217.199
2010-06-30,86.0199966430664,,217.199
2010-07-01,84.72000122070312,19.06,217.605
2010-07-02,84.43000030517578,,217.605
2010-07-06,84.08000183105469,36.57,217.605
2010-07-07,83.81999969482422,26.84,217.605
2010-07-08,83.81999969482422,,217.605
2010-07-09,83.94999694824219,23.8,217.605
2010-07-12,84.19999694824219,17.99,217.605
2010-07-13,83.63999938964844,,217.605
2010-07-14,83.43000030517578,,217.605
2010-07-15,82.55999755859375,,217.605
2010-07-16,82.48999786376953,,217.605
2010-07-19,82.51000213623047,,217.605
2010-07-20,82.75,,217.605
2010-07-21,83.38999938964844,,217.605
2010-07-22,82.5999984741211,,217.605
2010-07-23,82.45999908447266,,217.605
2010-07-26,82.08999633789062,,217.605
2010-07-27,82.18000030517578,,217.605
2010-07-28,82.18000030517578,,217.605
2010-07-29,81.63999938964844,,217.605
2010-07-30,81.54000091552734,,217.605
2010-08-02,80.94000244140625,26.51,217.605
2010-08-03,80.5999984741211,17.79,217.605
2010-08-04,80.88999938964844,16.48,217.605
2010-08-05,80.81999969482422,,217.605
2010-08-06,80.41000366210938,33.7,217.605
2010-08-09,80.70999908447266,23.25,217.605
2010-08-10,80.80000305175781,20.71,217.605
2010-08-11,82.29000091552734,18.29,217.605
2010-08-12,82.63999938964844,17.74,217.605
2010-08-13,82.94999694824219,,217.605
2010-08-16,82.52999877929688,,217.605
2010-08-17,82.2300033569336,,217.605
2010-08-18,82.22000122070312,,217.605
2010-08-19,82.44999694824219,,217.605
2010-08-20,83.05999755859375,,217.605
2010-08-23,83.12000274658203,,217.605
2010-08-24,83.1500015258789,,217.605
2010-08-25,83.26000213623047,,217.605
2010-08-26,82.93000030517578,,217.605
2010-08-27,82.91999816894531,,217.605
2010-08-30,83.16000366210938,,217.605
2010-08-31,83.19999694824219,,217.605
2010-09-01,82.5199966430664,,218.275
2010-09-02,82.45999908447266,26.0,218.275
2010-09-03,83.0999984741211,17.92,218.275
2010-09-07,82.81999969482422,24.98,218.275
2010-09-08,82.58999633789062,22.14,218.275
2010-09-09,82.66999816894531,22.81,218.275
2010-09-10,82.69999694824219,,218.275
2010-09-13,81.91000366210938,,218.275
2010-09-14,81.08000183105469,,218.275
2010-09-15,81.48999786376953,,218.275
2010-09-16,81.23999786376953,,218.275
2010-09-17,81.4000015258789,,218.275
2010-09-20,81.33999633789062,,218.275
2010-09-21,80.44000244140625,,218.275
2010-09-22,79.83000183105469,,218.275
2010-09-23,80.01000213623047,,218.275
2010-09-24,79.38999938964844,,218.275
2010-09-27,79.33999633789062,,218.275
2010-09-28,79.01000213623047,,218.275
2010-09-29,78.69000244140625,,218.275
2010-09-30,78.72000122070312,,218.275
2010-10-01,78.08999633789062,,219.035
2010-10-04,78.44999694824219,,219.035
2010-10-05,77.75,28.84,219.035
2010-10-06,77.38999938964844,30.57,219.035
2010-10-07,77.38999938964844,,219.035
2010-10-08,77.31999969482422,22.37,219.035
2010-10-11,77.44000244140625,18.47,219.035
2010-10-12,77.36000061035156,17.61,219.035
2010-10-13,77.06999969482422,,219.035
2010-10-14,76.6500015258789,,219.035
2010-10-15,77.04000091552734,,219.035
2010-10-18,76.93000030517578,,219.035
2010-10-19,78.18000030517578,,219.035
2010-10-20,77.16999816894531,,219.035
2010-10-21,77.41999816894531,,219.035
2010-10-22,77.47000122070312,,219.035
2010-10-25,77.0999984741211,,219.035
2010-10-26,77.70999908447266,,219.035
2010-10-27,78.1500015258789,,219.035
2010-10-28,77.30999755859375,,219.035
2010-10-29,77.2699966430664,,219.035
2010-11-01,77.30000305175781,17.55,219.59
2010-11-02,76.72000122070312,23.96,219.59
2010-11-03,76.4800033569336,18.06,219.59
2010-11-04,75.87999725341797,,219.59
2010-11-05,76.55000305175781,28.32,219.59
2010-11-08,77.02999877929688,25.39,219.59
2010-11-09,77.44000244140625,,219.59
2010-11-10,77.62999725341797,18.96,219.59
2010-11-11,78.22000122070312,18.64,219.59
2010-11-12,78.08000183105469,,219.59
2010-11-15,78.5199966430664,,219.59
2010-11-16,79.20999908447266,,219.59
2010-11-17,79.08000183105469,,219.59
2010-11-18,78.62000274658203,,219.59
2010-11-19,78.5,,219.59
2010-11-22,78.68000030517578,,219.59
2010-11-23,79.68000030517578,,219.59
2010-11-24,79.87000274658203,,219.59
2010-11-26,80.36000061035156,,219.59
2010-11-29,80.83999633789062,,219.59
2010-11-30,81.19999694824219,,219.59
2010-12-01,80.70999908447266,18.25,220.472
2010-12-02,80.30000305175781,22.73,220.472
2010-12-03,79.37999725341797,17.58,220.472
2010-12-06,79.56999969482422,,220.472
2010-12-07,79.86000061035156,24.43,220.472
2010-12-08,80.0,25.73,220.472
2010-12-09,80.06999969482422,,220.472
2010-12-10,80.06999969482422,18.93,220.472
2010-12-13,79.27999877929688,,220.472
2010-12-14,79.37000274658203,,220.472
2010-12-15,80.26000213623047,,220.472
2010-12-16,80.18000030517578,,220.472
2010-12-17,80.37000274658203,,220.472
2010-12-20,80.62999725341797,,220.472
2010-12-21,80.72000122070312,,220.472
2010-12-22,80.7300033569336,,220.472
2010-12-23,80.5,,220.472
2010-12-27,80.37000274658203,,220.472
2010-12-28,80.36000061035156,,220.472
2010-12-29,79.80000305175781,,220.472
2010-12-30,79.5199966430664,,220.472
2010-12-31,79.02999877929688,,220.472
2011-01-03,79.12999725341797,21.01,220.472
2011-01-04,79.44000244140625,17.4,220.472
2011-01-05,80.26000213623047,,220.472
2011-01-06,80.79000091552734,18.3,220.472
2011-01-07,81.01000213623047,15.87,220.472
2011-01-10,80.87999725341797,,220.472
2011-01-11,80.8499984741211,34.77,220.472
2011-01-12,80.02999877929688,27.41,220.472
2011-01-13,79.19000244140625,,220.472
2011-01-14,79.16000366210938,,220.472
2011-01-18,78.95999908447266,,220.472
2011-01-19,78.63999938964844,,220.472
2011-01-20,78.81999969482422,,220.472
2011-01-21,78.20999908447266,,220.472
2011-01-24,78.05000305175781,,220.472
2011-01-25,78.0,,220.472
2011-01-26,77.9000015258789,,220.472
2011-01-27,77.7300033569336,,220.472
2011-01-28,78.12999725341797,,220.472
2011-01-31,77.73999786376953,,220.472
2011-02-01,77.06999969482422,,221.898
2011-02-02,77.16000366210938,17.3,221.898
2011-02-03,77.75,20.7,221.898
2011-02-04,78.04000091552734,,221.898
2011-02-07,78.02999877929688,,221.898
2011-02-08,78.0,24.79,221.898
2011-02-09,77.63999938964844,33.92,221.898
2011-02-10,78.25,,221.898
2011-02-11,78.45999908447266,32.74,221.898
2011-02-14,78.61000061035156,,221.898
2011-02-15,78.56999969482422,,221.898
2011-02-16,78.22000122070312,,221.898
2011-02-17,78.0,,221.898
2011-02-18,77.66000366210938,,221.898
2011-02-22,77.7699966430664,,221.898
2011-02-23,77.41000366210938,,221.898
2011-02-24,77.05999755859375,,221.898
2011-02-25,77.27999877929688,,221.898
2011-02-28,76.88999938964844,,221.898
2011-03-01,77.05000305175781,17.61,223.046
2011-03-02,76.66999816894531,16.69,223.046
2011-03-03,76.4800033569336,18.6,223.046
2011-03-04,76.4000015258789,,223.046
2011-03-07,76.5,,223.046
2011-03-08,76.80000305175781,23.38,223.046
2011-03-09,76.72000122070312,,223.046
2011-03-10,77.27999877929688,45.45,223.046
2011-03-11,76.77999877929688,30.5,223.046
2011-03-14,76.3499984741211,,223.046
2011-03-15,76.33000183105469,,223.046
2011-03-16,76.68000030517578,,223.046
2011-03-17,76.04000091552734,,223.046
2011-03-18,75.72000122070312,,223.046
2011-03-21,75.4000015258789,,223.046
2011-03-22,75.43000030517578,,223.046
2011-03-23,75.79000091552734,,223.046
2011-03-24,75.66000366210938,,223.046
2011-03-25,76.22000122070312,,223.046
2011-03-28,76.12999725341797,,223.046
2011-03-29,76.25,,223.046
2011-03-30,76.12000274658203,,223.046
2011-03-31,75.86000061035156,,223.046
2011-04-01,75.83000183105469,17.38,224.093
2011-04-04,75.91000366210938,17.5,224.093
2011-04-05,75.87999725341797,17.08,224.093
2011-04-06,75.51000213623047,,224.093
2011-04-07,75.58999633789062,,224.093
2011-04-08,75.06999969482422,31.66,224.093
2011-04-11,75.05999755859375,30.16,224.093
2011-04-12,74.8499984741211,,224.093
2011-04-13,74.9800033569336,,224.093
2011-04-14,74.68000030517578,,224.093
2011-04-15,74.83000183105469,,224.093
2011-04-18,75.5,,224.093
2011-04-19,75.02999877929688,,224.093
2011-04-20,74.37000274658203,,224.093
2011-04-21,74.0,,224.093
2011-04-25,73.98999786376953,,224.093
2011-04-26,73.83999633789062,,224.093
2011-04-27,73.5199966430664,,224.093
2011-04-28,73.12000274658203,,224.093
2011-04-29,72.93000030517578,,224.093
2011-05-02,72.94999694824219,,224.093
2011-05-03,73.13999938964844,,224.093
2011-05-04,73.02999877929688,17.25,224.093
2011-05-05,74.19000244140625,18.2,224.093
2011-05-06,74.83999633789062,,224.093
2011-05-09,74.73999786376953,,224.093
2011-05-10,74.61000061035156,37.81,224.093
2011-05-11,75.33000183105469,,224.093
2011-05-12,75.23999786376953,27.84,224.093
2011-05-13,75.76000213623047,,224.093
2011-05-16,75.47000122070312,,224.093
2011-05-17,75.4000015258789,,224.093
2011-05-18,75.47000122070312,,224.093
2011-05-19,75.12000274658203,,224.093
2011-05-20,75.43000030517578,,224.093
2011-05-23,76.0999984741211,,224.093
2011-05-24,75.87999725341797,,224.093
2011-05-25,75.93000030517578,,224.093
2011-05-26,75.55000305175781,,224.093
2011-05-27,74.94999694824219,,224.093
2011-05-31,74.63999938964844,,224.093
2011-06-01,74.68000030517578,17.4,224.806
2011-06-02,74.33000183105469,,224.806
2011-06-03,73.77999877929688,,224.806
2011-06-06,73.94999694824219,18.49,224.806
2011-06-07,73.5199966430664,16.34,224.806
2011-06-08,73.93000030517578,,224.806
2011-06-09,74.19000244140625,37.0,224.806
2011-06-10,74.79000091552734,36.27,224.806
2011-06-13,74.51000213623047,,224.806
2011-06-14,74.33000183105469,,224.806
2011-06-15,75.5999984741211,,224.806
2011-06-16,75.75,,224.806
2011-06-17,74.98999786376953,,224.806
2011-06-20,75.02999877929688,,224.806
2011-06-21,74.54000091552734,,224.806
2011-06-22,74.77999877929688,,224.806
2011-06-23,75.44999694824219,,224.806
2011-06-24,75.66999816894531,,224.806
2011-06-27,75.38999938964844,,224.806
2011-06-28,75.05999755859375,,224.806
2011-06-29,74.69000244140625,,224.806
2011-06-30,74.30000305175781,,224.806
2011-07-01,74.3499984741211,17.14,225.395
2011-07-05,74.69000244140625,,225.395
2011-07-06,75.12000274658203,18.07,225.395
2011-07-07,74.95999908447266,15.95,225.395
2011-07-08,75.18000030517578,,225.395
2011-07-11,75.98999786376953,29.85,225.395
2011-07-12,75.80999755859375,28.67,225.395
2011-07-13,75.20999908447266,,225.395
2011-07-14,75.25,,225.395
2011-07-15,75.12999725341797,,225.395
2011-07-18,75.4800033569336,,225.395
2011-07-19,75.22000122070312,,225.395
2011-07-20,74.79000091552734,,225.395
2011-07-21,74.0199966430664,,225.395
2011-07-22,74.19999694824219,,225.395
2011-07-25,74.05999755859375,,225.395
2011-07-26,73.47000122070312,,225.395
2011-07-27,74.08999633789062,,225.395
2011-07-28,74.22000122070312,,225.395
2011-07-29,73.9000015258789,,225.395
2011-08-01,74.26000213623047,,226.106
2011-08-02,74.51000213623047,15.81,226.106
2011-08-03,74.04000091552734,19.82,226.106
2011-08-04,75.12000274658203,17.87,226.106
2011-08-05,74.5999984741211,,226.106
2011-08-08,74.79000091552734,48.0,226.106
2011-08-09,74.61000061035156,34.32,226.106
2011-08-10,74.63999938964844,,226.106
2011-08-11,74.68000030517578,27.48,226.106
2011-08-12,74.61000061035156,30.59,226.106
2011-08-15,73.83999633789062,,226.106
2011-08-16,74.01000213623047,,226.106
2011-08-17,73.66999816894531,,226.106
2011-08-18,74.23999786376953,,226.106
2011-08-19,73.98999786376953,,226.106
2011-08-22,74.06999969482422,,226.106
2011-08-23,73.87000274658203,,226.106
2011-08-24,74.01000213623047,,226.106
2011-08-25,74.27999877929688,,226.106
2011-08-26,73.80999755859375,,226.106
2011-08-29,73.72000122070312,,226.106
2011-08-30,73.94000244140625,,226.106
2011-08-31,74.12999725341797,,226.106
2011-09-01,74.4800033569336,,226.597
2011-09-02,74.75,15.87,226.597
2011-09-06,75.91999816894531,17.77,226.597
2011-09-07,75.45999908447266,,226.597
2011-09-08,76.23999786376953,35.06,226.597
2011-09-09,77.19000244140625,38.52,226.597
2011-09-12,77.56999969482422,26.38,226.597
2011-09-13,76.91000366210938,,226.597
2011-09-14,76.83000183105469,,226.597
2011-09-15,76.23999786376953,,226.597
2011-09-16,76.58000183105469,,226.597
2011-09-19,77.38999938964844,,226.597
2011-09-20,77.02999877929688,,226.597
2011-09-21,77.33999633789062,,226.597
2011-09-22,78.37999725341797,,226.597
2011-09-23,78.30000305175781,,226.597
2011-09-26,78.36000061035156,,226.597
2011-09-27,77.51000213623047,,226.597
2011-09-28,77.8499984741211,,226.597
2011-09-29,77.91999816894531,,226.597
2011-09-30,78.55000305175781,,226.597
2011-10-03,79.44999694824219,21.88,226.597
2011-10-04,79.5999984741211,,226.597
2011-10-05,78.91000366210938,15.91,226.597
2011-10-06,78.52999877929688,18.86,226.597
2011-10-07,78.72000122070312,,226.597
2011-10-10,77.5999984741211,33.02,226.597
2011-10-11,77.58000183105469,32.81,226.597
2011-10-12,76.98999786376953,,226.597
2011-10-13,76.98999786376953,,226.597
2011-10-14,76.62000274658203,,226.597
2011-10-17,77.13999938964844,,226.597
2011-10-18,77.12999725341797,,226.597
2011-10-19,77.11000061035156,,226.597
2011-10-20,76.97000122070312,,226.597
2011-10-21,76.30000305175781,,226.597
2011-10-24,76.0199966430664,,226.597
2011-10-25,76.25,,226.597
2011-10-26,76.19999694824219,,226.597
2011-10-27,74.87000274658203,,226.597
2011-10-28,75.08999633789062,,226.597
2011-10-31,76.16999816894531,,226.597
2011-11-01,77.26000213623047,16.89,227.169
2011-11-02,77.01000213623047,15.69,227.169
2011-11-03,76.66999816894531,20.08,227.169
2011-11-04,76.91000366210938,16.59,227.169
2011-11-07,76.95999908447266,18.39,227.169
2011-11-08,76.66999816894531,39.0,227.169
2011-11-09,77.93000030517578,,227.169
2011-11-10,77.63999938964844,32.86,227.169
2011-11-11,76.94000244140625,30.04,227.169
2011-11-14,77.55999755859375,,227.169
2011-11-15,77.87999725341797,,227.169
2011-11-16,78.16000366210938,,227.169
2011-11-17,78.29000091552734,,227.169
2011-11-18,78.0199966430664,,227.169
2011-11-21,78.30000305175781,,227.169
2011-11-22,78.2300033569336,,227.169
2011-11-23,79.0,,227.169
2011-11-25,79.61000061035156,,227.169
2011-11-28,79.29000091552734,,227.169
2011-11-29,79.0,,227.169
2011-11-30,78.38999938964844,,227.169
2011-12-01,78.31999969482422,16.24,227.223
2011-12-02,78.62999725341797,,227.223
2011-12-05,78.61000061035156,16.03,227.223
2011-12-06,78.51000213623047,,227.223
2011-12-07,78.4800033569336,19.87,227.223
2011-12-08,78.80999755859375,36.36,227.223
2011-12-09,78.62999725341797,38.59,227.223
2011-12-12,79.56999969482422,25.67,227.223
2011-12-13,80.25,,227.223
2011-12-14,80.52999877929688,,227.223
2011-12-15,80.23999786376953,,227.223
2011-12-16,80.25,,227.223
2011-12-19,80.25,,227.223
2011-12-20,79.87999725341797,,227.223
2011-12-21,80.0199966430664,,227.223
2011-12-22,79.91999816894531,,227.223
2011-12-23,80.01000213623047,,227.223
2011-12-27,79.79000091552734,,227.223
2011-12-28,80.48999786376953,,227.223
2011-12-29,80.4800033569336,,227.223
2011-12-30,80.16999816894531,,227.223
2012-01-03,79.61000061035156,17.26,227.223
2012-01-04,80.08999633789062,,227.223
2012-01-05,80.94000244140625,16.6,227.223
2012-01-06,81.23999786376953,26.66,227.223
2012-01-09,81.05000305175781,,227.223
2012-01-10,80.80000305175781,16.32,227.223
2012-01-11,81.3499984741211,16.69,227.223
2012-01-12,80.7699966430664,,227.223
2012-01-13,81.43000030517578,,227.223
2012-01-17,81.18000030517578,,227.223
2012-01-18,80.5999984741211,,227.223
2012-01-19,80.20999908447266,,227.223
2012-01-20,80.22000122070312,,227.223
2012-01-23,79.69000244140625,,227.223
2012-01-24,79.86000061035156,,227.223
2012-01-25,79.56999969482422,,227.223
2012-01-26,79.41000366210938,,227.223
2012-01-27,78.9000015258789,,227.223
2012-01-30,79.16000366210938,,227.223
2012-01-31,79.27999877929688,,227.223
2012-02-01,78.91999816894531,,228.329
2012-02-02,78.97000122070312,17.98,228.329
2012-02-03,78.94000244140625,17.29,228.329
2012-02-06,79.08999633789062,,228.329
2012-02-07,78.56999969482422,16.8,228.329
2012-02-08,78.63999938964844,17.57,228.329
2012-02-09,78.55999755859375,,228.329
2012-02-10,79.11000061035156,15.71,228.329
2012-02-13,78.94000244140625,,228.329
2012-02-14,79.58000183105469,,228.329
2012-02-15,79.66999816894531,,228.329
2012-02-16,79.33999633789062,,228.329
2012-02-17,79.33000183105469,,228.329
2012-02-21,79.04000091552734,,228.329
2012-02-22,79.20999908447266,,228.329
2012-02-23,78.80999755859375,,228.329
2012-02-24,78.3499984741211,,228.329
2012-02-27,78.55999755859375,,228.329
2012-02-28,78.2699966430664,,228.329
2012-02-29,78.7300033569336,,228.329
2012-03-01,78.77999877929688,22.97,228.807
2012-03-02,79.4000015258789,17.1,228.807
2012-03-05,79.31999969482422,17.56,228.807
2012-03-06,79.86000061035156,,228.807
2012-03-07,79.70999908447266,16.66,228.807
2012-03-08,79.16000366210938,15.64,228.807
2012-03-09,80.04000091552734,,228.807
2012-03-12,79.87000274658203,16.64,228.807
2012-03-13,80.19000244140625,,228.807
2012-03-14,80.55999755859375,,228.807
2012-03-15,80.1500015258789,,228.807
2012-03-16,79.77999877929688,,228.807
2012-03-19,79.44999694824219,,228.807
2012-03-20,79.58999633789062,,228.807
2012-03-21,79.62999725341797,,228.807
2012-03-22,79.73999786376953,,228.807
2012-03-23,79.33999633789062,,228.807
2012-03-26,78.93000030517578,,228.807
2012-03-27,79.04000091552734,,228.807
2012-03-28,79.16000366210938,,228.807
2012-03-29,79.18000030517578,,228.807
2012-03-30,78.93000030517578,,228.807
2012-04-02,78.81999969482422,,228.807
2012-04-03,79.4800033569336,,228.807
2012-04-04,79.76000213623047,16.44,228.807
2012-04-05,80.06999969482422,19.16,228.807
2012-04-09,79.7300033569336,17.98,228.807
2012-04-10,79.88999938964844,14.55,228.807
2012-04-11,79.77999877929688,,228.807
2012-04-12,79.27999877929688,17.12,228.807
2012-04-13,79.87999725341797,,228.807
2012-04-16,79.55000305175781,,228.807
2012-04-17,79.47000122070312,,228.807
2012-04-18,79.52999877929688,,228.807
2012-04-19,79.55999755859375,,228.807
2012-04-20,79.18000030517578,,228.807
2012-04-23,79.41999816894531,,228.807
2012-04-24,79.22000122070312,,228.807
2012-04-25,79.01000213623047,,228.807
2012-04-26,78.91000366210938,,228.807
2012-04-27,78.69999694824219,,228.807
2012-04-30,78.79000091552734,,228.807
2012-05-01,78.86000061035156,21.48,228.713
2012-05-02,79.12999725341797,,228.713
2012-05-03,79.22000122070312,18.05,228.713
2012-05-04,79.47000122070312,16.7,228.713
2012-05-07,79.5999984741211,17.5,228.713
2012-05-08,79.7300033569336,,228.713
2012-05-09,80.08000183105469,17.74,228.713
2012-05-10,80.11000061035156,14.33,228.713
2012-05-11,80.27999877929688,18.42,228.713
2012-05-14,80.5999984741211,,228.713
2012-05-15,81.22000122070312,,228.713
2012-05-16,81.37000274658203,,228.713
2012-05-17,81.37999725341797,,228.713
2012-05-18,81.29000091552734,,228.713
2012-05-21,81.08000183105469,,228.713
2012-05-22,81.66999816894531,,228.713
2012-05-23,82.08999633789062,,228.713
2012-05-24,82.29000091552734,,228.713
2012-05-25,82.4000015258789,,228.713
2012-05-29,82.44000244140625,,228.713
2012-05-30,83.01000213623047,,228.713
2012-05-31,83.04000091552734,,228.713
2012-06-01,82.88999938964844,20.63,228.524
2012-06-04,82.55000305175781,,228.524
2012-06-05,82.80000305175781,,228.524
2012-06-06,82.31999969482422,22.16,228.524
2012-06-07,82.05000305175781,17.1,228.524
2012-06-08,82.51000213623047,15.95,228.524
2012-06-11,82.51000213623047,17.58,228.524
2012-06-12,82.41000366210938,16.58,228.524
2012-06-13,82.05000305175781,,228.524
2012-06-14,81.9000015258789,,228.524
2012-06-15,81.58999633789062,,228.524
2012-06-18,81.94000244140625,,228.524
2012-06-19,81.37000274658203,,228.524
2012-06-20,81.48999786376953,,228.524
2012-06-21,82.31999969482422,,228.524
2012-06-22,82.22000122070312,,228.524
2012-06-25,82.45999908447266,,228.524
2012-06-26,82.37000274658203,,228.524
2012-06-27,82.55999755859375,,228.524
2012-06-28,82.66999816894531,,228.524
2012-06-29,81.6500015258789,,228.524
2012-07-02,81.87000274658203,17.65,228.524
2012-07-03,81.77999877929688,19.07,228.524
2012-07-05,82.80999755859375,18.94,228.524
2012-07-06,83.29000091552734,21.72,228.524
2012-07-09,83.16000366210938,14.38,228.524
2012-07-10,83.36000061035156,,228.524
2012-07-11,83.56999969482422,19.08,228.524
2012-07-12,83.6500015258789,15.9,228.524
2012-07-13,83.30000305175781,,228.524
2012-07-16,83.08999633789062,,228.524
2012-07-17,83.02999877929688,,228.524
2012-07-18,82.94999694824219,,228.524
2012-07-19,82.9000015258789,,228.524
2012-07-20,83.47000122070312,,228.524
2012-07-23,83.70999908447266,,228.524
2012-07-24,84.01000213623047,,228.524
2012-07-25,83.5199966430664,,228.524
2012-07-26,82.80999755859375,,228.524
2012-07-27,82.70999908447266,,228.524
2012-07-30,82.79000091552734,,228.524
2012-07-31,82.63999938964844,,228.524
2012-08-01,83.05999755859375,,229.918
2012-08-02,83.33000183105469,18.16,229.918
2012-08-03,82.37999725341797,17.95,229.918
2012-08-06,82.2699966430664,21.23,229.918
2012-08-07,82.20999908447266,,229.918
2012-08-08,82.38999938964844,15.32,229.918
2012-08-09,82.63999938964844,,229.918
2012-08-10,82.55000305175781,15.11,229.918
2012-08-13,82.44000244140625,,229.918
2012-08-14,82.4800033569336,,229.918
2012-08-15,82.6500015258789,,229.918
2012-08-16,82.36000061035156,,229.918
2012-08-17,82.5999984741211,,229.918
2012-08-20,82.45999908447266,,229.918
2012-08-21,81.91000366210938,,229.918
2012-08-22,81.48999786376953,,229.918
2012-08-23,81.36000061035156,,229.918
2012-08-24,81.58999633789062,,229.918
2012-08-27,81.66000366210938,,229.918
2012-08-28,81.37000274658203,,229.918
2012-08-29,81.55000305175781,,229.918
2012-08-30,81.68000030517578,,229.918
2012-08-31,81.25,,229.918
2012-09-04,81.31999969482422,18.81,229.918
2012-09-05,81.23999786376953,20.08,229.918
2012-09-06,81.08000183105469,,229.918
2012-09-07,80.25,17.98,229.918
2012-09-10,80.36000061035156,16.37,229.918
2012-09-11,79.86000061035156,18.61,229.918
2012-09-12,79.73999786376953,,229.918
2012-09-13,79.26000213623047,,229.918
2012-09-14,78.8499984741211,,229.918
2012-09-17,79.01000213623047,,229.918
2012-09-18,79.25,,229.918
2012-09-19,79.05999755859375,,229.918
2012-09-20,79.41000366210938,,229.918
2012-09-21,79.33000183105469,,229.918
2012-09-24,79.5199966430664,,229.918
2012-09-25,79.55000305175781,,229.918
2012-09-26,79.88999938964844,,229.918
2012-09-27,79.55000305175781,,229.918
2012-09-28,79.94000244140625,,229.918
2012-10-01,79.81999969482422,20.69,231.638
2012-10-02,79.73999786376953,20.79,231.638
2012-10-03,79.97000122070312,,231.638
2012-10-04,79.3499984741211,20.39,231.638
2012-10-05,79.33999633789062,18.83,231.638
2012-10-08,79.54000091552734,14.74,231.638
2012-10-09,79.94999694824219,16.28,231.638
2012-10-10,79.91999816894531,16.29,231.638
2012-10-11,79.77999877929688,,231.638
2012-10-12,79.69000244140625,16.05,231.638
2012-10-15,79.73999786376953,,231.638
2012-10-16,79.37000274658203,,231.638
2012-10-17,79.0199966430664,,231.638
2012-10-18,79.37000274658203,,231.638
2012-10-19,79.63999938964844,,231.638
2012-10-22,79.6500015258789,,231.638
2012-10-23,79.9800033569336,,231.638
2012-10-24,79.97000122070312,,231.638
2012-10-25,80.04000091552734,,231.638
2012-10-26,80.06999969482422,,231.638
2012-10-31,79.91999816894531,,231.638
2012-11-01,80.05000305175781,21.05,231.249
2012-11-02,80.58999633789062,,231.249
2012-11-05,80.75,19.89,231.249
2012-11-06,80.61000061035156,23.56,231.249
2012-11-07,80.76000213623047,17.95,231.249
2012-11-08,80.79000091552734,,231.249
2012-11-09,81.02999877929688,16.41,231.249
2012-11-12,81.04000091552734,15.57,231.249
2012-11-13,81.08000183105469,,231.249
2012-11-14,81.05999755859375,,231.249
2012-11-15,81.08000183105469,,231.249
2012-11-16,81.26000213623047,,231.249
2012-11-19,80.87000274658203,,231.249
2012-11-20,80.95999908447266,,231.249
2012-11-21,80.93000030517578,,231.249
2012-11-23,80.19000244140625,,231.249
2012-11-26,80.25,,231.249
2012-11-27,80.4000015258789,,231.249
2012-11-28,80.33999633789062,,231.249
2012-11-29,80.19999694824219,,231.249
2012-11-30,80.1500015258789,,231.249
2012-12-03,79.87999725341797,15.64,231.249
2012-12-04,79.63999938964844,17.2,231.249
2012-12-05,79.7699966430664,,231.249
2012-12-06,80.26000213623047,22.09,231.249
2012-12-07,80.41999816894531,18.33,231.249
2012-12-10,80.33000183105469,16.14,231.249
2012-12-11,80.05999755859375,16.68,231.249
2012-12-12,79.88999938964844,15.95,231.249
2012-12-13,79.93000030517578,,231.249
2012-12-14,79.5999984741211,,231.249
2012-12-17,79.56999969482422,,231.249
2012-12-18,79.36000061035156,,231.249
2012-12-19,79.25,,231.249
2012-12-20,79.26000213623047,,231.249
2012-12-21,79.62000274658203,,231.249
2012-12-24,79.63999938964844,,231.249
2012-12-26,79.62000274658203,,231.249
2012-12-27,79.62000274658203,,231.249
2012-12-28,79.68000030517578,,231.249
2012-12-31,79.7699966430664,,231.249
2013-01-02,79.8499984741211,12.9,231.249
2013-01-03,80.43000030517578,15.36,231.249
2013-01-04,80.5,13.58,231.249
2013-01-07,80.26000213623047,16.37,231.249
2013-01-08,80.3499984741211,12.94,231.249
2013-01-09,80.55999755859375,,231.249
2013-01-10,79.73999786376953,15.54,231.249
2013-01-11,79.55999755859375,13.28,231.249
2013-01-14,79.48999786376953,,231.249
2013-01-15,79.77999877929688,,231.249
2013-01-16,79.80000305175781,,231.249
2013-01-17,79.6500015258789,,231.249
2013-01-18,80.05000305175781,,231.249
2013-01-22,79.87000274658203,,231.249
2013-01-23,79.91999816894531,,231.249
2013-01-24,79.94999694824219,,231.249
2013-01-25,79.75,,231.249
2013-01-28,79.77999877929688,,231.249
2013-01-29,79.55999755859375,,231.249
2013-01-30,79.27999877929688,,231.249
2013-01-31,79.20999908447266,,231.249
2013-02-01,79.12999725341797,14.68,232.937
2013-02-04,79.55000305175781,12.78,232.937
2013-02-05,79.48999786376953,13.59,232.937
2013-02-06,79.72000122070312,,232.937
2013-02-07,80.19000244140625,16.44,232.937
2013-02-08,80.25,11.98,232.937
2013-02-11,80.30999755859375,,232.937
2013-02-12,80.11000061035156,14.23,232.937
2013-02-13,80.08999633789062,,232.937
2013-02-14,80.45999908447266,,232.937
2013-02-15,80.58000183105469,,232.937
2013-02-19,80.47000122070312,,232.937
